Date (J2000 seconds),Latitude (N),Longitude (W),Temperature (C),Pressure (dbar),Speed (cm/s),Bottom Depth (m)
412027200.0,21.444,-96.046,4.26,1640.5,5.39573906,-2206.0
412056000.0,21.457,-96.045,4.25,1639.5,5.487667993,-2184.0
412084800.0,21.47,-96.046,4.256,1640.0,2.239486548,-2109.0
412113600.0,21.471,-96.047,4.261,1639.2,2.739142201,-2097.0
412142400.0,21.482,-96.04,4.256,1639.0,4.565840558,-2101.0
412171200.0,21.494,-96.049,4.255,1642.0,7.085435766,-2164.0
412200000.0,21.511,-96.048,4.254,1639.8,4.122487113,-2206.0
412228800.0,21.508,-96.039,4.259,1640.2,2.511772283,-2227.0
412257600.0,21.508,-96.043,4.261,1640.0,3.431807104,-2213.0
412286400.0,21.515,-96.05,4.261,1639.4,4.070110564,-2219.0
412315200.0,21.526,-96.042,4.258,1639.3,7.396384252,-2272.0
412344000.0,21.528,-96.026,4.265,1640.3,1.228006515,-2276.0
412372800.0,21.525,-96.041,4.261,1640.0,5.136088005,-2215.0
412401600.0,21.536,-96.041,4.259,1641.0,5.514943336,-2393.0
412430400.0,21.541,-96.03,4.258,1641.1,2.754813968,-2475.0
412459200.0,21.534,-96.031,4.261,1641.4,3.372669566,-2452.0
412488000.0,21.536,-96.04,4.267,1640.3,3.432098483,-2393.0
412516800.0,21.543,-96.039,4.262,1639.6,3.312536792,-2421.0
412545600.0,21.543,-96.03,4.261,1640.5,2.030221663,-2476.0
412574400.0,21.542,-96.03,4.266,1640.9,1.389244399,-2476.0
412603200.0,21.539,-96.032,4.268,1641.0,1.542076522,-2475.0
412632000.0,21.543,-96.035,4.263,1639.5,2.441311123,-2451.0
412660800.0,21.546,-96.025,4.268,1641.4,5.856833616,-2462.0
412689600.0,21.54,-96.013,4.272,1641.1,3.931831634,-2297.0
412718400.0,21.534,-96.024,4.268,1640.6,5.496216881,-2419.0
412747200.0,21.544,-96.026,4.265,1640.6,5.827177705,-2482.0
412776000.0,21.536,-96.003,4.27,1640.1,5.244616287,-2190.0
412804800.0,21.534,-96.006,4.271,1640.5,2.619465594,-2153.0
412833600.0,21.53,-96.008,4.265,1639.8,0.939627586,-2201.0
412862400.0,21.531,-96.008,4.266,1640.0,2.282389099,-2201.0
412891200.0,21.53,-96.0,4.268,1639.5,2.142381852,-2218.0
412920000.0,21.523,-96.005,4.264,1639.4,2.041984329,-2312.0
412948800.0,21.52,-96.0,4.261,1641.1,1.554670383,-2342.0
412977600.0,21.515,-96.011,4.274,1640.9,3.912569488,-2394.0
413006400.0,21.517,-96.01,4.264,1640.3,5.295677483,-2348.0
413035200.0,21.518,-95.995,4.267,1639.9,1.25399362,-2262.0
413064000.0,21.512,-96.011,4.277,1641.0,4.832163077,-2413.0
413092800.0,21.512,-96.011,4.266,1641.2,1.870320828,-2413.0
413121600.0,21.512,-96.011,4.268,1640.8,2.330021459,-2413.0
413150400.0,21.511,-96.017,4.271,1640.2,1.724180965,-2307.0
413179200.0,21.517,-96.006,4.261,1639.3,6.30578306,-2371.0
413208000.0,21.509,-95.995,4.27,1641.8,3.184038316,-2272.0
413236800.0,21.512,-96.008,4.273,1641.5,4.845998349,-2436.0
413265600.0,21.526,-95.998,4.264,1640.8,4.30202278,-2264.0
413294400.0,21.523,-95.999,4.267,1641.6,4.343696582,-2281.0
413323200.0,21.514,-96.0,4.266,1639.0,3.219254572,-2380.0
413352000.0,21.528,-96.011,4.271,1639.8,6.69319057,-2263.0
413380800.0,21.538,-95.994,4.271,1640.7,11.3070111,-2265.0
413409600.0,21.528,-95.973,4.269,1634.2,6.068978497,-2349.0
413438400.0,21.525,-96.003,4.273,1635.0,6.912785256,-2300.0
413467200.0,21.543,-95.991,4.277,1636.5,7.446032501,-2272.0
413496000.0,21.539,-95.984,4.265,1636.6,6.173815676,-2309.0
413524800.0,21.526,-95.983,4.279,1634.3,5.5663453,-2313.0
413553600.0,21.536,-96.003,4.271,1636.3,5.064266976,-2190.0
413582400.0,21.542,-95.984,4.275,1636.6,7.535847663,-2298.0
413611200.0,21.535,-95.978,4.268,1635.4,3.326334319,-2361.0
413640000.0,21.53,-95.983,4.277,1635.9,1.88827964,-2328.0
413668800.0,21.529,-95.988,4.277,1635.5,3.728391074,-2284.0
413697600.0,21.529,-95.994,4.269,1635.4,4.710881022,-2273.0
413726400.0,21.53,-95.971,4.277,1635.4,3.251353564,-2372.0
413755200.0,21.529,-95.979,4.27,1634.8,3.726996109,-2331.0
413784000.0,21.518,-95.975,4.282,1636.3,1.832157198,-2287.0
413812800.0,21.524,-95.986,4.271,1634.6,2.537183478,-2281.0
413841600.0,21.522,-95.97,4.271,1636.2,6.471135913,-2336.0
413870400.0,21.505,-95.967,4.271,1635.6,6.894903915,-2254.0
413899200.0,21.493,-95.967,4.262,1635.0,3.065566832,-2223.0
413928000.0,21.494,-95.974,4.28,1636.4,2.46,-2223.0
413956800.0,21.486,-95.954,4.264,1634.4,8.825944709,-2225.0
413985600.0,21.468,-95.951,4.274,1634.6,7.651640347,-2212.0
414014400.0,21.459,-95.964,4.277,1636.4,0.693541635,-2150.0
414043200.0,21.46,-95.952,4.266,1632.0,4.922204791,-2206.0
414072000.0,21.45,-95.946,4.268,1635.1,6.059843232,-2221.0
414100800.0,21.434,-95.946,4.276,1635.2,4.595573958,-2224.0
414129600.0,21.431,-95.949,4.269,1632.9,2.675256997,-2234.0
414158400.0,21.438,-95.944,4.265,1630.8,5.462600113,-2241.0
414187200.0,21.418,-95.927,4.257,1632.6,13.60494395,-2180.0
414216000.0,21.388,-95.933,4.267,1634.0,7.371634825,-2224.0
414244800.0,21.396,-95.945,4.279,1631.6,4.196617686,-2302.0
414273600.0,21.393,-95.924,4.268,1628.6,8.115423587,-2192.0
414302400.0,21.375,-95.921,4.247,1631.9,8.6734134,-2220.0
414331200.0,21.355,-95.924,4.259,1631.6,4.763202704,-2200.0
414360000.0,21.354,-95.928,4.27,1634.0,1.973423421,-2189.0
414388800.0,21.356,-95.922,4.252,1632.6,2.473863375,-2200.0
414417600.0,21.345,-95.921,4.247,1632.5,4.412754242,-2175.0
414446400.0,21.338,-95.923,4.263,1633.3,6.453836069,-2166.0
414475200.0,21.336,-95.943,4.264,1632.8,1.540129865,-2166.0
414504000.0,21.339,-95.927,4.251,1632.5,3.104593371,-2161.0
414532800.0,21.329,-95.936,4.256,1633.0,2.597883754,-2118.0
414561600.0,21.333,-95.929,4.261,1633.3,3.429650128,-2135.0
414590400.0,21.333,-95.938,4.26,1632.9,12.22376783,-2144.0
414619200.0,21.337,-95.981,4.253,1633.1,9.28630174,-2146.0
414648000.0,21.338,-95.983,4.255,1633.0,2.57200311,-2154.0
414676800.0,21.347,-95.984,4.259,1634.1,2.104899047,-2146.0
414705600.0,21.345,-95.983,4.256,1633.2,2.600192301,-2162.0
414734400.0,21.341,-95.99,4.252,1633.1,1.423024947,-2123.0
414763200.0,21.347,-95.986,4.254,1633.1,4.469955257,-2146.0
414792000.0,21.351,-95.978,4.252,1633.0,0.885268321,-2202.0
414820800.0,21.345,-95.984,4.258,1635.1,2.022523177,-2142.0
414849600.0,21.345,-95.984,4.251,1632.7,0.260768096,-2142.0
414878400.0,21.345,-95.986,4.25,1630.6,1.225765067,-2142.0
414907200.0,21.348,-95.986,4.249,1631.8,0.689637586,-2146.0
414936000.0,21.341,-95.986,4.253,1632.2,4.926672305,-2138.0
414964800.0,21.33,-95.992,4.253,1631.9,3.075093495,-2114.0
414993600.0,21.334,-95.998,4.25,1632.1,2.222723555,-2109.0
415022400.0,21.337,-95.995,4.25,1630.7,3.55123922,-2113.0
415051200.0,21.335,-95.984,4.253,1633.7,5.085951238,-2134.0
415080000.0,21.317,-95.987,4.25,1630.0,6.745850576,-2124.0
415108800.0,21.314,-95.999,4.252,1632.2,4.67403466,-2130.0
415137600.0,21.324,-96.001,4.249,1630.7,4.133206987,-2117.0
415166400.0,21.32,-95.988,4.25,1631.0,5.274030717,-2124.0
415195200.0,21.306,-95.994,4.256,1629.9,5.685806891,-2148.0
415224000.0,21.303,-96.003,4.249,1631.0,1.990904317,-2171.0
415252800.0,21.303,-96.004,4.249,1630.9,1.42442971,-2171.0
415281600.0,21.302,-95.998,4.248,1631.2,3.561418257,-2170.0
415310400.0,21.289,-95.996,4.248,1632.0,5.646954932,-2234.0
415339200.0,21.281,-96.003,4.249,1631.0,3.478045428,-2252.0
415368000.0,21.289,-96.01,4.247,1629.9,2.900620623,-2207.0
415396800.0,21.287,-96.008,4.247,1630.6,4.940161941,-2251.0
415425600.0,21.27,-96.005,4.247,1630.3,5.730078533,-2208.0
415454400.0,21.262,-96.007,4.247,1630.7,1.7328012,-2175.0
415483200.0,21.26,-96.008,4.245,1631.6,0.504777179,-2175.0
415512000.0,21.259,-96.007,4.249,1631.5,2.613235542,-2175.0
415540800.0,21.248,-96.009,4.249,1630.9,3.9003205,-2126.0
415569600.0,21.244,-96.011,4.247,1630.2,0.139283883,-2113.0
415598400.0,21.244,-96.009,4.244,1629.7,1.068924693,-2113.0
415627200.0,21.24,-96.01,4.25,1631.2,3.623272002,-2101.0
415656000.0,21.233,-96.016,4.239,1630.1,1.114629983,-2089.0
415684800.0,21.235,-96.011,4.243,1630.4,1.033537614,-2090.0
415713600.0,21.234,-96.018,4.247,1630.7,1.630030675,-2108.0
415742400.0,21.228,-96.012,4.246,1629.9,2.260729971,-2070.0
415771200.0,21.227,-96.023,4.243,1629.2,4.630010799,-2105.0
415800000.0,21.234,-96.029,4.241,1630.0,2.191072797,-2135.0
415828800.0,21.232,-96.03,4.245,1630.4,3.153363284,-2158.0
415857600.0,21.227,-96.026,4.244,1628.4,1.770536642,-2123.0
415886400.0,21.238,-96.027,4.243,1632.4,3.748933182,-2142.0
415915200.0,21.238,-96.019,4.247,1631.8,4.465086785,-2116.0
415944000.0,21.227,-96.018,4.247,1630.5,3.91138083,-2091.0
415972800.0,21.23,-96.028,4.246,1629.3,5.635858408,-2131.0
416001600.0,21.247,-96.024,4.25,1630.9,5.928861611,-2136.0
416030400.0,21.248,-96.014,4.25,1630.8,2.093442142,-2129.0
416059200.0,21.246,-96.02,4.247,1630.4,5.468528138,-2131.0
416088000.0,21.256,-96.034,4.245,1630.3,7.752709204,-2194.0
416116800.0,21.275,-96.026,4.252,1631.9,6.417865689,-2137.0
416145600.0,21.271,-96.015,4.249,1629.4,1.78,-2189.0
416174400.0,21.276,-96.03,4.246,1630.7,8.286000241,-2093.0
416203200.0,21.292,-96.04,4.249,1630.8,5.506813961,-2023.0
416232000.0,21.302,-96.031,4.252,1630.6,4.76488195,-2080.0
416260800.0,21.308,-96.026,4.248,1630.4,2.532982432,-2094.0
416289600.0,21.316,-96.031,4.246,1631.3,4.088826237,-2113.0
416318400.0,21.329,-96.029,4.25,1629.9,6.483903145,-2122.0
416347200.0,21.342,-96.023,4.252,1630.2,3.291094043,-2126.0
416376000.0,21.341,-96.018,4.251,1630.6,1.680773631,-2118.0
416404800.0,21.356,-96.025,4.251,1631.6,9.302311541,-2145.0
416433600.0,21.376,-96.029,4.253,1629.4,5.190857347,-2177.0
416462400.0,21.377,-96.017,4.253,1631.0,2.833866616,-2129.0
416491200.0,21.375,-96.025,4.255,1631.7,5.614454559,-2167.0
416520000.0,21.396,-96.026,4.255,1632.0,7.710616058,-2243.0
416548800.0,21.402,-96.015,4.256,1631.1,2.421611034,-2171.0
416577600.0,21.403,-96.021,4.256,1629.8,7.305429488,-2234.0
416606400.0,21.417,-96.035,4.254,1630.8,6.092946742,-2308.0
416635200.0,21.425,-96.01,4.258,1630.9,6.86470684,-2318.0
416664000.0,21.425,-96.013,4.256,1631.1,6.352991421,-2337.0
416692800.0,21.431,-96.028,4.255,1630.8,7.659432094,-2398.0
416721600.0,21.455,-96.014,4.265,1632.2,8.395981181,-2313.0
416750400.0,21.449,-96.001,4.259,1629.9,5.752955762,-2319.0
416779200.0,21.442,-96.006,4.251,1631.1,3.595622338,-2362.0
416808000.0,21.46,-96.009,4.261,1631.7,7.493230278,-2297.0
416836800.0,21.471,-96.0,4.256,1630.4,7.464455774,-2266.0
416865600.0,21.466,-95.982,4.261,1632.1,4.470011186,-2178.0
416894400.0,21.46,-96.001,4.258,1630.0,7.585545465,-2279.0
416923200.0,21.483,-95.997,4.262,1631.6,9.586792999,-2266.0
416952000.0,21.477,-95.972,4.262,1631.4,7.777049569,-2188.0
416980800.0,21.466,-95.975,4.259,1628.1,5.449449513,-2164.0
417009600.0,21.476,-95.986,4.263,1631.9,6.568896407,-2216.0
417038400.0,21.487,-95.972,4.264,1631.9,5.685068161,-2206.0
417067200.0,21.47,-95.964,4.261,1630.0,7.317185251,-2171.0
417096000.0,21.464,-95.965,4.259,1631.9,4.189713594,-2161.0
417124800.0,21.479,-95.968,4.268,1632.3,4.902499363,-2187.0
417153600.0,21.476,-95.954,4.268,1632.1,4.665661797,-2217.0
417182400.0,21.466,-95.963,4.256,1629.8,1.47122398,-2161.0
417211200.0,21.468,-95.954,4.266,1632.9,3.360729088,-2212.0
417240000.0,21.462,-95.953,4.268,1631.0,4.101121798,-2206.0
417268800.0,21.454,-95.957,4.256,1629.4,1.114629983,-2165.0
417297600.0,21.453,-95.955,4.259,1632.1,1.91,-2165.0
417326400.0,21.443,-95.955,4.265,1631.6,4.546042235,-2156.0
417355200.0,21.432,-95.952,4.26,1629.2,6.714826878,-2225.0
417384000.0,21.417,-95.968,4.258,1630.5,4.222037423,-2317.0
417412800.0,21.42,-95.964,4.258,1629.6,4.378333016,-2331.0
417441600.0,21.406,-95.954,4.258,1631.1,9.271596411,-2363.0
417470400.0,21.382,-95.96,4.264,1631.1,7.211664163,-2384.0
417499200.0,21.378,-95.968,4.259,1630.1,1.966646893,-2343.0
417528000.0,21.379,-95.967,4.256,1630.1,4.149469846,-2343.0
417556800.0,21.359,-95.968,4.257,1631.0,8.231464025,-2269.0
417585600.0,21.344,-95.973,4.259,1629.9,3.356575636,-2200.0
417614400.0,21.338,-95.973,4.255,1629.1,3.539223079,-2185.0
417643200.0,21.33,-95.985,4.25,1630.3,3.977750621,-2130.0
417672000.0,21.319,-95.979,4.256,1628.6,5.377917813,-2120.0
417700800.0,21.307,-95.977,4.251,1629.2,4.278329113,-2122.0
417729600.0,21.298,-95.975,4.247,1630.4,2.782103521,-2154.0
417758400.0,21.293,-95.982,4.252,1630.0,2.594532713,-2187.0
417787200.0,21.285,-95.981,4.254,1629.6,5.573544653,-2225.0
417816000.0,21.269,-95.977,4.247,1630.2,4.393563474,-2212.0
417844800.0,21.266,-95.973,4.248,1629.2,0.892748565,-2207.0
417873600.0,21.259,-95.978,4.25,1629.3,4.897764796,-2180.0
417902400.0,21.244,-95.976,4.249,1629.6,5.624277731,-2113.0
417931200.0,21.234,-95.976,4.248,1630.5,1.562849961,-2083.0
417960000.0,21.232,-95.971,4.246,1628.5,3.186989175,-2093.0
417988800.0,21.219,-95.965,4.247,1627.8,7.031543216,-2107.0
418017600.0,21.206,-95.955,4.251,1627.3,3.31834296,-2075.0
418046400.0,21.201,-95.962,4.243,1627.5,3.268409399,-2046.0
418075200.0,21.193,-95.964,4.246,1628.6,5.455135195,-2006.0
418104000.0,21.177,-95.957,4.252,1629.3,5.277281497,-2006.0
418132800.0,21.168,-95.959,4.238,1627.8,2.505114768,-2008.0
418161600.0,21.162,-95.959,4.244,1630.1,3.666619697,-2054.0
418190400.0,21.149,-95.955,4.25,1627.1,14.37356254,-2165.0
418219200.0,21.129,-95.905,4.241,1628.2,11.76496494,-1989.0
418248000.0,21.119,-95.902,4.24,1629.5,5.805695479,-2050.0
418276800.0,21.105,-95.882,4.241,1627.0,4.428780871,-2187.0
418305600.0,21.097,-95.904,4.241,1628.7,4.687003307,-2143.0
418334400.0,21.082,-95.887,4.238,1628.4,5.588148173,-2187.0
418363200.0,21.072,-95.9,4.241,1627.0,4.746756788,-2160.0
418392000.0,21.059,-95.891,4.242,1627.6,6.857441214,-2173.0
418420800.0,21.043,-95.891,4.241,1627.2,7.651908259,-2192.0
418449600.0,21.029,-95.903,4.235,1626.8,2.903411786,-2211.0
418478400.0,21.03,-95.903,4.239,1629.8,3.172459614,-2211.0
418507200.0,21.012,-95.899,4.239,1627.9,8.177071603,-2096.0
418536000.0,20.996,-95.903,4.238,1626.5,4.306100324,-1942.0
418564800.0,20.989,-95.903,4.235,1627.8,2.432323992,-1863.0
418593600.0,20.98,-95.903,4.235,1627.8,7.686332025,-1840.0
418622400.0,20.965,-95.888,4.237,1627.8,5.021434058,-1977.0
418651200.0,20.963,-95.917,4.235,1627.1,6.708710755,-1843.0
418680000.0,20.956,-95.911,4.241,1628.8,6.880181684,-1881.0
418708800.0,20.942,-95.907,4.234,1627.3,4.050888791,-1940.0
418737600.0,20.935,-95.911,4.236,1628.7,3.224934108,-1953.0
418766400.0,20.925,-95.905,4.239,1627.4,3.941180026,-1982.0
418795200.0,20.92,-95.902,4.235,1627.6,1.502065245,-1997.0
418824000.0,20.918,-95.898,4.235,1627.8,3.671471095,-2011.0
418852800.0,20.903,-95.904,4.24,1627.4,5.648406855,-2001.0
418881600.0,20.897,-95.907,4.234,1627.3,1.471461858,-1988.0
418910400.0,20.899,-95.907,4.234,1628.0,4.686875292,-1988.0
418939200.0,20.885,-95.892,4.241,1627.8,6.889412167,-2040.0
418968000.0,20.871,-95.902,4.235,1628.1,3.163700365,-1972.0
418996800.0,20.867,-95.894,4.233,1625.5,2.372614592,-2053.0
419025600.0,20.86,-95.901,4.235,1627.1,5.713492802,-1925.0
419054400.0,20.848,-95.907,4.232,1627.8,3.959040288,-1805.0
419083200.0,20.839,-95.899,4.233,1626.1,4.441846463,-1941.0
419112000.0,20.826,-95.904,4.231,1626.6,6.953481143,-1870.0
419140800.0,20.819,-95.92,4.228,1626.4,4.989027961,-1864.0
419169600.0,20.824,-95.929,4.231,1626.1,1.949974359,-1868.0
419198400.0,20.818,-95.933,4.232,1626.3,3.94848072,-1877.0
419227200.0,20.809,-95.938,4.227,1628.9,4.023443799,-1896.0
419256000.0,20.806,-95.945,4.232,1627.9,1.760255663,-1908.0
419284800.0,20.813,-95.943,4.229,1624.6,2.14848784,-1899.0
419313600.0,20.808,-95.936,4.228,1625.5,4.952655853,-1893.0
419342400.0,20.8,-95.928,4.228,1626.5,1.684280262,-1880.0
419371200.0,20.802,-95.941,4.227,1626.0,9.788973388,-1906.0
419400000.0,20.811,-95.964,4.229,1625.7,4.660922655,-1917.0
419428800.0,20.819,-95.946,4.228,1626.2,7.513940378,-1908.0
419457600.0,20.809,-95.943,4.23,1629.4,7.097393888,-1903.0
419486400.0,20.815,-95.966,4.232,1627.6,7.06408522,-1917.0
419515200.0,20.833,-95.954,4.229,1625.3,6.169246307,-1958.0
419544000.0,20.833,-95.953,4.229,1626.8,2.672264957,-1958.0
419572800.0,20.834,-95.958,4.227,1625.9,2.996030707,-1995.0
419601600.0,20.844,-95.954,4.232,1626.0,2.914944253,-2019.0
419630400.0,20.849,-95.958,4.229,1626.1,2.970605999,-2060.0
419659200.0,20.859,-95.959,4.231,1626.9,4.880829847,-2081.0
419688000.0,20.869,-95.951,4.23,1624.9,5.425946922,-2045.0
419716800.0,20.872,-95.939,4.229,1625.9,1.190042016,-1997.0
419745600.0,20.874,-95.943,4.23,1626.5,3.800447342,-2014.0
419774400.0,20.889,-95.94,4.232,1627.3,8.94691567,-2004.0
419803200.0,20.903,-95.923,4.229,1627.1,2.383715587,-1976.0
419832000.0,20.899,-95.933,4.228,1627.3,6.301785461,-1985.0
419860800.0,20.908,-95.942,4.23,1626.2,5.829751281,-2021.0
419889600.0,20.917,-95.919,4.226,1625.1,9.362590454,-1971.0
419918400.0,20.911,-95.906,4.232,1627.7,4.651763107,-1990.0
419947200.0,20.905,-95.918,4.232,1626.7,3.450710072,-1976.0
419976000.0,20.919,-95.914,4.234,1626.6,4.381791871,-1973.0
420004800.0,20.916,-95.909,4.235,1626.7,2.816025568,-1981.0
420033600.0,20.911,-95.911,4.232,1624.9,1.406164997,-1983.0
420062400.0,20.911,-95.915,4.233,1627.6,2.014671189,-1978.0
420091200.0,20.914,-95.92,4.233,1626.1,2.062280291,-1974.0
420120000.0,20.917,-95.924,4.235,1628.8,0.976165969,-1972.0
420148800.0,20.917,-95.922,4.235,1627.7,1.729306219,-1972.0
420177600.0,20.914,-95.913,4.237,1627.5,5.448825562,-1976.0
420206400.0,20.903,-95.894,4.234,1626.5,11.57476998,-2031.0
420235200.0,20.888,-95.87,4.243,1629.2,4.397931332,-2183.0
420264000.0,20.884,-95.88,4.241,1626.0,5.335175723,-2123.0
420292800.0,20.879,-95.883,4.239,1625.5,3.342828144,-2142.0
420321600.0,20.883,-95.868,4.237,1624.5,5.399120299,-2205.0
420350400.0,20.871,-95.862,4.241,1626.0,5.810929358,-2251.0
420379200.0,20.86,-95.874,4.245,1624.8,7.668976464,-2241.0
420408000.0,20.858,-95.891,4.238,1623.9,2.012585402,-2120.0
420436800.0,20.849,-95.877,4.243,1625.8,8.67265242,-2217.0
420465600.0,20.839,-95.861,4.242,1624.6,5.342929908,-2232.0
420494400.0,20.827,-95.868,4.243,1624.3,6.551335742,-2135.0
420523200.0,20.827,-95.883,4.238,1624.7,1.836981219,-2034.0
420552000.0,20.823,-95.872,4.243,1626.5,9.544055742,-2075.0
420580800.0,20.805,-95.859,4.243,1624.5,5.96350568,-2140.0
420609600.0,20.803,-95.88,4.239,1625.1,2.983236497,-1970.0
420638400.0,20.801,-95.866,4.243,1625.6,7.602788962,-2094.0
420667200.0,20.791,-95.862,4.243,1624.9,7.142282548,-2103.0
420696000.0,20.784,-95.889,4.241,1624.2,8.428196723,-1948.0
420724800.0,20.78,-95.893,4.239,1623.8,4.327701468,-1942.0
420753600.0,20.78,-95.877,4.243,1624.7,5.100833265,-1997.0
420782400.0,20.76,-95.879,4.243,1625.7,8.45752919,-2002.0
420811200.0,20.748,-95.885,4.237,1623.6,2.210452442,-1985.0
420840000.0,20.744,-95.882,4.245,1624.3,3.260705445,-2000.0
420868800.0,20.731,-95.879,4.244,1624.2,6.007703388,-2030.0
420897600.0,20.716,-95.877,4.242,1624.8,5.92574046,-2057.0
420926400.0,20.702,-95.888,4.241,1623.7,6.891131982,-2015.0
420955200.0,20.69,-95.894,4.247,1625.1,4.229952718,-2018.0
420984000.0,20.68,-95.882,4.245,1624.5,5.52196523,-2093.0
421012800.0,20.666,-95.887,4.241,1624.1,7.892578793,-2122.0
421041600.0,20.653,-95.902,4.244,1625.1,4.834976732,-2111.0
421070400.0,20.64,-95.9,4.247,1624.6,6.23346613,-2151.0
421099200.0,20.622,-95.913,4.239,1622.6,8.732124598,-2132.0
421128000.0,20.6,-95.912,4.243,1625.1,8.908675547,-2131.0
421156800.0,20.578,-95.906,4.243,1623.9,8.502123264,-2116.0
421185600.0,20.555,-95.914,4.242,1623.7,10.31279303,-2065.0
421214400.0,20.534,-95.919,4.241,1624.6,7.631212223,-2049.0
421243200.0,20.518,-95.903,4.241,1623.6,9.110137211,-2151.0
421272000.0,20.489,-95.919,4.237,1624.0,10.46083171,-2050.0
421300800.0,20.474,-95.92,4.243,1625.8,3.931272059,-2065.0
421329600.0,20.462,-95.925,4.241,1624.5,6.263138191,-2051.0
421358400.0,20.443,-95.926,4.238,1625.1,8.180880148,-2048.0
421387200.0,20.424,-95.929,4.24,1623.5,5.500327263,-2054.0
421416000.0,20.416,-95.933,4.239,1623.8,3.311570624,-2039.0
421444800.0,20.403,-95.923,4.237,1623.7,8.005229541,-2066.0
421473600.0,20.382,-95.924,4.237,1622.1,10.41971209,-2054.0
421502400.0,20.367,-95.946,4.238,1624.0,4.004060439,-1990.0
421531200.0,20.358,-95.934,4.239,1622.5,5.278001516,-2026.0
421560000.0,20.341,-95.945,4.238,1623.5,7.266828744,-1997.0
421588800.0,20.33,-95.95,4.235,1622.8,4.735271903,-1976.0
421617600.0,20.319,-95.959,4.235,1623.7,5.136535798,-1946.0
421646400.0,20.305,-95.952,4.238,1623.3,5.425099077,-1944.0
421675200.0,20.299,-95.976,4.234,1623.2,7.245032781,-1937.0
421704000.0,20.299,-95.981,4.235,1622.7,3.229133011,-1941.0
421732800.0,20.284,-95.981,4.237,1622.9,4.906179777,-1943.0
421761600.0,20.283,-95.991,4.231,1622.9,4.303533432,-1950.0
421790400.0,20.287,-96.0,4.229,1623.2,3.196951673,-1956.0
421819200.0,20.281,-96.011,4.236,1624.5,5.770077989,-1954.0
421848000.0,20.284,-96.027,4.228,1622.7,3.905700961,-1934.0
421876800.0,20.285,-96.027,4.229,1621.9,3.595024339,-1934.0
421905600.0,20.286,-96.016,4.232,1622.8,0.935093578,-1952.0
421934400.0,20.29,-96.025,4.232,1622.8,5.288563132,-1931.0
421963200.0,20.302,-96.029,4.226,1623.6,4.196093421,-1930.0
421992000.0,20.31,-96.026,4.226,1622.5,4.18169822,-1931.0
422020800.0,20.324,-96.037,4.232,1622.4,6.799823527,-1895.0
422049600.0,20.341,-96.03,4.228,1621.4,5.037866612,-1880.0
422078400.0,20.351,-96.032,4.224,1622.6,5.563595959,-1853.0
422107200.0,20.371,-96.028,4.231,1623.1,7.768275227,-1853.0
422136000.0,20.387,-96.028,4.227,1622.5,5.368388958,-1806.0
422164800.0,20.4,-96.023,4.231,1624.2,5.368053651,-1809.0
422193600.0,20.411,-96.013,4.232,1622.0,5.693373341,-1869.0
422222400.0,20.424,-96.009,4.234,1622.9,4.007692603,-1895.0
422251200.0,20.429,-96.001,4.234,1622.8,3.665528611,-1913.0
422280000.0,20.442,-96.002,4.232,1623.7,4.430180583,-1915.0
422308800.0,20.446,-95.99,4.233,1622.5,2.655804963,-1927.0
422337600.0,20.453,-95.993,4.232,1624.0,6.280700598,-1932.0
422366400.0,20.471,-95.996,4.233,1622.9,4.788997807,-1921.0
422395200.0,20.475,-95.993,4.235,1623.5,1.727078458,-1931.0
422424000.0,20.482,-96.005,4.231,1622.9,7.382208342,-1863.0
422452800.0,20.499,-96.01,4.232,1623.4,6.810301021,-1843.0
422481600.0,20.511,-95.998,4.235,1622.8,6.284234241,-1904.0
422510400.0,20.528,-96.019,4.229,1623.5,6.090993351,-1829.0
422539200.0,20.543,-96.002,4.232,1622.9,7.840739761,-1903.0
422568000.0,20.566,-96.012,4.233,1622.4,10.7249662,-1871.0
422596800.0,20.591,-96.013,4.231,1622.9,10.154078,-1888.0
422625600.0,20.616,-96.003,4.235,1622.2,10.10166323,-1956.0
422654400.0,20.642,-96.003,4.233,1624.2,10.1603248,-1970.0
422683200.0,20.67,-95.996,4.243,1623.9,12.55523795,-2006.0
422712000.0,20.705,-95.998,4.238,1623.6,13.24729784,-1993.0
422740800.0,20.737,-95.989,4.247,1623.9,12.03621618,-1969.0
422769600.0,20.766,-95.987,4.243,1623.6,11.24976889,-1955.0
422798400.0,20.793,-96.002,4.241,1622.7,10.56833951,-1936.0
422827200.0,20.819,-96.001,4.243,1624.1,10.44027777,-1932.0
422856000.0,20.845,-95.996,4.243,1623.6,9.771980352,-1982.0
422884800.0,20.866,-95.987,4.243,1623.2,8.731391642,-2047.0
422913600.0,20.892,-95.996,4.243,1623.2,11.41947897,-2051.0
422942400.0,20.923,-95.98,4.244,1624.2,12.51380837,-2055.0
422971200.0,20.948,-95.974,4.242,1623.0,7.572014263,-2051.0
423000000.0,20.962,-95.967,4.241,1622.1,4.925657317,-2059.0
423028800.0,20.978,-95.972,4.24,1623.3,8.951340682,-2064.0
423057600.0,21.0,-95.953,4.243,1622.8,6.662169316,-2098.0
423086400.0,21.006,-95.953,4.241,1623.5,2.88586209,-2112.0
423115200.0,21.015,-95.939,4.243,1622.1,5.444134458,-2135.0
423144000.0,21.028,-95.941,4.242,1622.8,4.5098337,-2165.0
