Date (J2000 seconds),Latitude (N),Longitude (W),Temperature (C),Pressure (dbar),Speed (cm/s),Bottom Depth (m)
453355200.0,24.294,-93.123,4.268,1800.0,2.927968579,-3735.0
453384000.0,24.291,-93.127,4.265,1800.6,2.469412886,-3738.0
453412800.0,24.28,-93.132,4.274,1804.1,6.53176852,-3741.0
453441600.0,24.264,-93.145,4.272,1801.0,8.480053066,-3745.0
453470400.0,24.258,-93.168,4.266,1801.1,10.09503839,-3741.0
453499200.0,24.271,-93.194,4.269,1803.4,7.378346698,-3745.0
453528000.0,24.256,-93.212,4.274,1802.3,11.6890761,-3742.0
453556800.0,24.243,-93.244,4.274,1801.9,13.66856247,-3745.0
453585600.0,24.259,-93.281,4.27,1802.1,11.4239923,-3742.0
453614400.0,24.259,-93.307,4.268,1801.2,10.88253647,-3746.0
453643200.0,24.261,-93.35,4.272,1801.9,19.42091656,-3746.0
453672000.0,24.271,-93.408,4.273,1801.8,20.41135468,-3744.0
453700800.0,24.302,-93.447,4.271,1801.8,12.72468467,-3743.0
453729600.0,24.309,-93.474,4.265,1801.5,12.13769748,-3742.0
453758400.0,24.33,-93.516,4.274,1806.4,20.04925186,-3751.0
453787200.0,24.361,-93.561,4.272,1804.0,17.73534888,-3763.0
453816000.0,24.398,-93.586,4.269,1802.6,17.13600012,-3789.0
453844800.0,24.436,-93.612,4.267,1801.9,16.03181836,-3765.0
453873600.0,24.465,-93.632,4.268,1802.9,10.89213019,-3816.0
453902400.0,24.493,-93.64,4.268,1802.8,13.84237335,-3751.0
453931200.0,24.535,-93.646,4.272,1802.6,17.34878958,-3751.0
453960000.0,24.573,-93.631,4.268,1802.7,10.68088479,-3746.0
453988800.0,24.59,-93.624,4.265,1802.5,8.076682487,-3739.0
454017600.0,24.616,-93.613,4.271,1803.7,11.37905532,-3746.0
454046400.0,24.635,-93.587,4.27,1802.1,14.77037576,-3746.0
454075200.0,24.647,-93.545,4.264,1803.4,11.90671239,-3741.0
454104000.0,24.657,-93.525,4.267,1803.6,7.490006676,-3742.0
454132800.0,24.662,-93.496,4.265,1801.2,12.11323656,-3733.0
454161600.0,24.663,-93.461,4.268,1803.7,11.86301817,-3727.0
454190400.0,24.651,-93.428,4.264,1801.1,14.70323094,-3735.0
454219200.0,24.629,-93.395,4.261,1801.1,10.45853718,-3713.0
454248000.0,24.612,-93.381,4.27,1801.7,10.5510663,-3716.0
454276800.0,24.582,-93.354,4.267,1800.7,16.18608353,-3733.0
454305600.0,24.554,-93.337,4.268,1800.2,7.318640584,-3733.0
454334400.0,24.536,-93.344,4.264,1801.3,11.55939445,-3735.0
454363200.0,24.499,-93.348,4.271,1801.5,11.85931701,-3745.0
454392000.0,24.481,-93.352,4.27,1801.7,6.570273967,-3731.0
454420800.0,24.463,-93.368,4.27,1801.2,10.59202058,-3731.0
454449600.0,24.444,-93.389,4.266,1801.4,9.164523992,-3733.0
454478400.0,24.432,-93.409,4.273,1803.5,9.189151212,-3748.0
454507200.0,24.427,-93.439,4.272,1802.8,11.53191224,-3781.0
454536000.0,24.43,-93.469,4.268,1799.9,8.678859372,-3777.0
454564800.0,24.433,-93.491,4.269,1800.7,8.523479337,-3770.0
454593600.0,24.439,-93.518,4.268,1802.1,10.07774776,-3746.0
454622400.0,24.457,-93.543,4.269,1801.9,14.38200264,-3763.0
454651200.0,24.488,-93.563,4.27,1800.3,8.652271378,-3754.0
454680000.0,24.501,-93.565,4.268,1800.3,7.452422425,-3747.0
454708800.0,24.525,-93.586,4.268,1800.9,10.69303512,-3759.0
454737600.0,24.545,-93.582,4.269,1801.1,8.605719029,-3748.0
454766400.0,24.564,-93.567,4.27,1801.7,8.854112039,-3737.0
454795200.0,24.586,-93.56,4.271,1802.0,8.47001771,-3742.0
454824000.0,24.599,-93.544,4.27,1802.4,7.046374955,-3742.0
454852800.0,24.604,-93.524,4.268,1801.4,8.917981834,-3743.0
454881600.0,24.618,-93.5,4.268,1801.3,8.31578018,-3747.0
454910400.0,24.614,-93.477,4.272,1802.0,11.41275164,-3750.0
454939200.0,24.606,-93.445,4.265,1801.5,6.86539875,-3753.0
454968000.0,24.602,-93.434,4.266,1802.5,9.383629362,-3753.0
454996800.0,24.576,-93.405,4.271,1801.0,11.75265927,-3761.0
455025600.0,24.565,-93.387,4.273,1802.1,9.223448379,-3741.0
455054400.0,24.534,-93.364,4.266,1801.0,16.30266849,-3734.0
455083200.0,24.502,-93.345,4.264,1801.7,12.01601015,-3748.0
455112000.0,24.473,-93.347,4.271,1801.8,10.43667093,-3730.0
455140800.0,24.445,-93.351,4.268,1800.8,12.50166789,-3732.0
455169600.0,24.411,-93.348,4.267,1802.0,11.57145194,-3745.0
455198400.0,24.394,-93.367,4.269,1801.1,13.82638058,-3748.0
